Id,Category
575,3
576,4
577,0
578,7
579,6
580,0
581,4
582,3
583,5
584,1
585,0
586,5
587,4
588,0
589,3
590,4
591,7
592,6
593,2
594,2
595,1
596,0
597,5
598,4
599,8
600,2
601,1
602,2
603,7
604,2
605,1
606,9
607,7
608,2
609,0
610,7
611,3
612,1
613,3
614,2
615,7
616,7
617,5
618,5
619,3
620,4
621,2
622,1
623,0
624,8
625,2
626,3
627,4
628,3
629,7
630,9
631,6
632,1
633,4
634,5
635,2
636,1
637,3
638,2
639,2
640,2
641,7
642,9
643,1
644,6
645,4
646,7
647,9
648,3
649,0
650,9
651,3
652,1
653,4
654,7
655,4
656,8
657,6
658,1
659,3
660,5
661,3
662,1
663,0
664,5
665,9
666,0
667,7
668,4
669,3
670,5
671,1
672,3
673,9
674,2
675,3
676,3
677,2
678,5
679,4
680,0
681,3
682,9
683,2
684,0
685,1
686,5
687,0
688,4
689,7
690,9
691,2
692,4
693,5
694,2
695,7
696,0
697,3
698,4
699,9
700,6
701,8
702,0
703,1
704,1
705,3
706,7
707,8
708,2
709,6
710,0
711,6
712,2
713,6
714,0
715,3
716,5
717,3
718,2
719,1
720,3
721,7
722,8
723,7
724,3
725,9
726,2
727,4
728,6
729,6
730,8
731,9
732,0
733,0
734,3
735,7
736,0
737,0
738,1
739,0
740,7
741,0
742,4
743,0
744,7
745,3
746,4
747,1
748,1
749,3
750,2
751,0
752,7
753,2
754,9
755,2
756,7
757,6
758,5
759,0
760,9
761,4
762,7
763,2
764,9
765,2
766,7
767,2
768,1
769,1
770,6
771,4
772,3
773,0
774,1
775,9
776,9
777,5
778,2
779,6
780,6
781,1
782,1
783,2
784,6
785,7
786,4
787,8
788,2
789,1
790,8
791,4
792,4
793,2
794,2
795,5
796,2
797,2
798,3
799,5
800,1
801,1
802,5
803,3
804,1
805,1
806,6
807,0
808,2
809,4
810,4
811,4
812,7
813,6
814,3
815,2
816,2
817,3
818,6
819,8
820,2
821,5
822,1
823,2
824,2
825,0
826,9
827,2
828,3
829,0
830,5
831,5
832,5
833,7
834,9
835,7
836,4
837,9
838,9
839,3
840,2
841,0
842,3
843,7
844,1
845,5
846,0
847,1
848,5
849,0
850,8
851,3
852,9
853,2
854,4
855,1
856,5
857,6
858,1
859,7
860,3
861,2
862,3
863,3
864,2
865,9
866,2
867,3
868,8
869,3
870,4
871,0
872,7
873,3
874,3
875,2
876,9
877,4
878,4
879,2
880,8
881,8
882,1
883,1
884,0
885,8
886,6
887,7
888,2
889,2
890,3
891,3
892,5
893,8
894,6
895,7
896,2
897,2
898,6
899,6
900,2
901,3
902,3
903,7
904,3
905,3
906,8
907,9
908,4
909,2
910,5
911,9
912,1
913,6
914,6
915,9
916,9
917,3
918,0
919,3
920,0
921,5
922,7
923,5
924,1
925,0
926,2
927,4
928,4
929,1
930,7
931,3
932,0
933,5
934,0
935,4
936,6
937,6
938,4
939,0
940,7
941,8
942,8
943,4
944,0
945,7
946,7
947,0
948,7
949,6
950,4
951,0
952,0
953,5
954,0
955,0
956,9
957,1
958,1
959,2
960,6
961,0
962,9
963,1
964,3
965,1
966,0
967,2
968,5
969,2
970,0
971,4
972,6
973,2
974,8
975,6
976,3
977,6
978,1
979,8
980,2
981,0
982,5
983,0
984,9
985,8
986,1
987,2
988,2
989,3
990,7
991,3
992,6
993,4
994,5
995,7
996,2
997,8
998,3
999,3
1000,5
1001,2
1002,1
1003,7
1004,4
1005,5
1006,3
1007,8
1008,0
1009,6
1010,5
1011,2
1012,0
1013,2
1014,5
1015,8
1016,4
1017,1
1018,4
1019,9
1020,1
1021,7
1022,6
1023,5
1024,1
1025,4
1026,8
1027,5
1028,5
1029,4
1030,3
1031,9
1032,9
1033,3
1034,8
1035,1
1036,5
1037,3
1038,0
1039,0
1040,5
1041,1
1042,1
1043,4
1044,0
1045,4
1046,4
1047,4
1048,8
1049,8
1050,7
1051,9
1052,1
1053,2
1054,9
1055,7
1056,3
1057,3
1058,2
1059,2
1060,5
1061,6
1062,2
1063,2
1064,0
1065,7
1066,5
1067,8
1068,1
1069,2
1070,3
1071,7
1072,6
1073,2
1074,6
1075,3
1076,9
1077,1
1078,0
1079,3
1080,8
1081,7
1082,0
1083,4
1084,0
1085,7
1086,0
1087,9
1088,4
1089,5
1090,3
1091,7
1092,7
1093,6
1094,1
1095,6
1096,5
1097,7
1098,0
1099,0
1100,2
1101,4
1102,6
1103,8
1104,4
1105,3
1106,0
1107,9
1108,8
1109,3
1110,1
1111,1
1112,2
1113,5
1114,2
1115,2
1116,5
1117,0
1118,5
1119,7
1120,4
1121,3
1122,1
1123,7
1124,2
1125,6
1126,1
1127,0
1128,6
1129,5
1130,6
1131,2
1132,5
1133,0
1134,6
1135,7
1136,3
1137,7
1138,1
1139,5
1140,4
1141,7
1142,7
1143,3
1144,3
1145,3
1146,1
1147,7
1148,5
1149,5
1150,8
1151,1
1152,1
1153,0
1154,2
1155,6
1156,7
1157,1
1158,1
1159,2
1160,2
1161,4
1162,9
1163,5
1164,2
1165,2
1166,4
1167,5
1168,1
1169,1
1170,3
1171,9
1172,6
1173,4
1174,8
1175,2
1176,4
1177,3
1178,8
1179,2
1180,7
1181,1
1182,3
1183,0
1184,2
1185,8
1186,5
1187,7
1188,0
1189,2
1190,9
1191,1
1192,4
1193,1
1194,5
1195,5
1196,7
1197,5
1198,9
1199,9
1200,0
1201,6
1202,5
1203,1
1204,9
1205,5
1206,8
1207,6
1208,7
1209,0
1210,9
1211,7
1212,4
1213,1
1214,5
1215,8
1216,6
1217,4
1218,6
1219,6
1220,7
1221,3
1222,3
1223,7
1224,2
1225,6
1226,3
1227,2
1228,8
1229,5
1230,9
1231,5
1232,0
1233,5
1234,3
1235,5
1236,0
1237,6
1238,4
1239,4
1240,9
1241,7
1242,7
1243,3
1244,5
1245,3
1246,4
1247,9
1248,0
1249,6
1250,8
1251,0
1252,1
1253,0
1254,9
1255,2
1256,5
1257,2
1258,9
1259,3
1260,6
1261,1
1262,9
1263,4
1264,6
1265,5
1266,0
1267,0
1268,0
1269,9
1270,8
1271,1
1272,3
1273,1
1274,2
1275,2
1276,3
1277,4
1278,2
1279,8
1280,2
1281,1
1282,8
1283,8
1284,2
1285,4
1286,8
1287,3
1288,1
1289,9
1290,7
1291,4
1292,0
1293,8
1294,9
1295,4
1296,4
1297,4
1298,0
1299,0
1300,8
1301,4
1302,3
1303,3
1304,4
1305,2
1306,3
1307,0
1308,6
1309,6
1310,7
1311,1
1312,4
1313,2
1314,2
1315,1
1316,1
1317,6
1318,8
1319,8
1320,7
1321,6
1322,3
1323,3
1324,8
1325,3
1326,1
1327,8
1328,2
1329,4
1330,4
1331,4
1332,4
1333,4
1334,9
1335,0
1336,3
1337,9
1338,1
1339,9
1340,8
1341,2
1342,3
1343,6
1344,9
1345,4
1346,1
1347,8
1348,9
1349,8
1350,1
1351,3
1352,6
1353,1
1354,5
1355,6
1356,2
1357,2
1358,0
1359,0
1360,3
1361,9
1362,0
1363,5
1364,3
1365,7
1366,1
1367,7
1368,9
1369,9
1370,7
1371,2
1372,1
1373,7
1374,3
1375,9
1376,3
1377,7
1378,2
1379,9
1380,5
1381,9
1382,3
1383,4
1384,4
1385,6
1386,6
1387,0
1388,8
1389,8
1390,8
1391,5
1392,8
1393,1
1394,1
1395,2
1396,7
1397,1
1398,5
1399,1
1400,9
1401,0
1402,0
1403,7
1404,9
1405,0
1406,3
1407,4
1408,5
1409,3
1410,0
1411,5
1412,2
1413,2
1414,8
1415,4
1416,5
1417,5
1418,6
1419,7
1420,3
1421,6
1422,8
1423,9
1424,4
1425,5
1426,3
1427,4
1428,2
1429,8
1430,4
1431,1
1432,1
1433,5
1434,1
1435,0
1436,2
1437,2
1438,1
1439,0
1440,8
1441,0
1442,7
1443,2
1444,9
1445,0
1446,5
1447,7
1448,4
1449,4
1450,3
1451,3
1452,6
1453,4
1454,8
1455,0
1456,4
1457,7
1458,8
1459,2
1460,6
1461,5
1462,2
1463,0
1464,2
1465,2
1466,3
1467,4
1468,1
1469,8
1470,4
1471,1
1472,1
1473,9
1474,3
1475,4
1476,9
1477,1
1478,4
1479,0
1480,8
1481,3
1482,1
1483,8
1484,1
1485,5
1486,1
1487,2
1488,5
1489,9
1490,9
1491,0
1492,5
1493,0
1494,2
1495,9
1496,3
1497,0
1498,9
1499,0
1500,1
1501,7
1502,8
1503,2
1504,6
1505,3
1506,4
1507,4
1508,9
1509,4
1510,8
1511,6
1512,3
1513,0
1514,6
1515,9
1516,5
1517,7
1518,4
1519,4
1520,2
1521,7
1522,2
1523,2
1524,1
1525,3
1526,8
1527,1
1528,9
1529,5
1530,8
1531,9
1532,9
1533,0
1534,1
1535,1
1536,7
1537,0
1538,1
1539,3
1540,9
1541,7
1542,0
1543,2
1544,2
1545,5
1546,8
1547,7
1548,5
1549,1
1550,8
1551,8
1552,1
1553,1
1554,3
1555,8
1556,2
1557,7
1558,2
1559,7
1560,9
1561,8
1562,2
1563,4
1564,1
1565,2
1566,9
1567,9
1568,6
1569,5
1570,5
1571,5
1572,1
1573,2
1574,4
1575,4
1576,5
1577,3
1578,2
1579,4
1580,8
1581,9
1582,3
1583,8
1584,4
1585,1
1586,7
1587,1
1588,2
1589,6
1590,7
1591,5
1592,4
1593,4
1594,3
1595,6
1596,9
1597,5
1598,9
1599,0
1600,0
1601,4
1602,2
1603,2
1604,0
1605,3
1606,3
1607,3
1608,7
1609,0
1610,2
1611,9
1612,0
1613,7
1614,6
1615,0
1616,1
1617,1
1618,2
1619,6
1620,1
1621,7
1622,8
1623,7
1624,8
1625,4
1626,6
1627,9
1628,6
1629,3
1630,1
1631,5
1632,3
1633,2
1634,2
1635,5
1636,3
1637,8
1638,4
1639,2
1640,3
1641,4
1642,5
1643,5
1644,6
1645,4
1646,3
1647,7
1648,2
1649,6
1650,7
1651,6
1652,4
1653,9
1654,8
1655,0
1656,6
1657,5
1658,2
1659,6
1660,8
1661,0
1662,4
1663,2
1664,6
1665,1
1666,9
1667,2
1668,6
1669,9
1670,8
1671,4
1672,9
1673,6
1674,4
1675,0
1676,4
1677,8
1678,6
1679,0
1680,1
1681,6
1682,1
1683,0
1684,0
1685,1
1686,9
1687,2
1688,1
1689,8
1690,2
1691,1
1692,7
1693,8
1694,1
1695,2
1696,9
1697,2
1698,7
1699,4
1700,0
1701,9
1702,0
1703,4
1704,0
1705,4
1706,4
1707,5
1708,1
1709,1
1710,3
1711,9
1712,0
1713,0
1714,1
1715,3
1716,9
1717,2
1718,3
1719,1
1720,3
1721,8
1722,0
1723,1
1724,2
1725,5
1726,7
1727,9
1728,6
1729,9
1730,7
1731,6
1732,0
1733,4
1734,8
1735,7
1736,7
1737,2
1738,4
1739,3
1740,8
1741,7
1742,7
1743,8
1744,0
1745,7
1746,1
1747,3
1748,2
1749,8
1750,5
1751,5
1752,3
1753,8
1754,7
1755,2
1756,5
1757,5
1758,7
1759,8
1760,3
1761,0
1762,1
1763,4
1764,0
1765,5
1766,3
1767,4
1768,4
1769,2
1770,9
1771,1
1772,7
1773,3
1774,5
1775,8
1776,9
1777,8
1778,5
1779,0
1780,8
1781,9
1782,6
1783,5
1784,7
1785,3
1786,4
1787,6
1788,8
1789,8
1790,9
1791,6
1792,8
1793,1
1794,4
1795,3
1796,2
1797,6
1798,5
1799,1
1800,8
1801,2
1802,2
1803,1
1804,3
1805,7
1806,1
1807,6
1808,7
1809,4
1810,7
1811,7
1812,1
1813,4
1814,0
1815,4
1816,3
1817,7
1818,2
1819,3
1820,2
1821,3
1822,7
1823,9
1824,2
1825,0
1826,5
1827,4
1828,3
1829,4
1830,3
1831,3
1832,5
1833,1
1834,7
1835,3
1836,9
1837,5
1838,4
1839,1
1840,5
1841,0
1842,5
1843,0
1844,4
1845,7
1846,4
1847,4
1848,3
1849,8
1850,6
1851,6
1852,5
1853,9
1854,0
1855,0
1856,6
1857,4
1858,2
1859,8
1860,5
1861,1
1862,9
1863,1
1864,4
1865,3
1866,4
1867,1
1868,5
1869,4
1870,0
1871,2
1872,9
1873,3
1874,4
1875,3
1876,3
1877,1
1878,1
1879,5
1880,6
1881,7
1882,4
1883,2
1884,4
1885,9
1886,1
1887,0
1888,2
1889,3
1890,9
1891,3
1892,4
1893,0
1894,1
1895,1
1896,1
1897,8
1898,2
1899,3
1900,0
1901,2
1902,5
1903,4
1904,7
1905,2
1906,5
1907,3
1908,7
1909,3
1910,2
1911,7
1912,6
1913,4
1914,2
1915,5
1916,4
1917,3
1918,7
1919,8
1920,4
1921,4
1922,3
1923,1
1924,1
1925,1
1926,8
1927,4
1928,1
1929,1
1930,3
1931,0
1932,5
1933,9
1934,6
1935,2
1936,0
1937,4
1938,0
1939,6
1940,5
1941,3
1942,1
1943,1
1944,8
1945,1
1946,0
1947,1
1948,1
1949,3
1950,3
1951,2
1952,3
1953,8
1954,0
1955,0
1956,2
1957,6
1958,7
1959,0
1960,5
1961,0
1962,3
1963,2
1964,4
1965,3
1966,3
1967,1
1968,5
1969,6
1970,4
1971,0
1972,1
1973,3
1974,3
1975,3
1976,3
1977,0
1978,5
1979,2
1980,7
1981,4
1982,6
1983,7
1984,1
1985,2
1986,3
1987,0
1988,2
1989,1
1990,7
1991,5
1992,7
1993,5
1994,5
1995,4
1996,4
1997,3
1998,1
1999,6
2000,8
2001,3
2002,4
2003,3
2004,1
2005,6
2006,3
2007,4
2008,6
2009,5
2010,8
2011,5
2012,0
2013,0
2014,7
2015,4
2016,0
2017,4
2018,7
2019,1
2020,9
2021,1
2022,2
2023,8
2024,6
2025,2
2026,5
2027,0
2028,3
2029,4
2030,0
2031,1
2032,0
2033,0
2034,8
2035,6
2036,0
2037,0
2038,4
2039,5
2040,1
2041,4
2042,6
2043,4
2044,5
2045,7
2046,1
2047,8
2048,8
2049,3
2050,8
2051,5
2052,2
2053,0
2054,5
2055,8
2056,5
2057,2
2058,7
2059,2
2060,2
2061,8
2062,4
2063,8
2064,9
2065,6
2066,1
2067,0
2068,2
2069,1
2070,8
2071,9
2072,1
2073,7
2074,1
2075,4
2076,9
2077,9
2078,5
2079,2
2080,4
2081,2
2082,3
2083,5
2084,2
2085,9
2086,8
2087,9
2088,4
2089,4
2090,1
2091,0
2092,0
2093,3
2094,3
2095,7
2096,5
2097,6
2098,5
2099,1
2100,3
2101,9
2102,6
2103,7
2104,3
2105,2
2106,2
2107,1
2108,8
2109,3
2110,1
2111,6
2112,2
2113,5
2114,1
2115,6
2116,2
2117,7
2118,6
2119,6
2120,6
2121,2
2122,2
2123,0
2124,8
2125,3
2126,4
2127,9
2128,0
2129,7
2130,8
2131,3
2132,3
2133,0
2134,0
2135,8
2136,3
2137,9
2138,5
2139,7
2140,1
2141,5
2142,9
2143,9
2144,1
2145,9
2146,3
2147,4
2148,3
2149,6
2150,5
2151,3
2152,0
2153,0
2154,8
2155,7
2156,5
2157,2
2158,3
2159,4
2160,3
2161,0
2162,5
2163,4
2164,7
2165,3
2166,3
2167,0
2168,2
2169,3
2170,0
2171,3
2172,3
2173,0
2174,9
2175,9
2176,9
2177,6
2178,5
2179,6
2180,6
2181,0
2182,7
2183,1
2184,8
2185,1
2186,1
2187,3
2188,3
2189,5
2190,5
2191,9
2192,0
2193,2
2194,7
2195,3
2196,1
2197,8
2198,5
2199,2
2200,6
2201,7
2202,6
2203,1
2204,5
2205,1
2206,8
2207,1
2208,7
2209,1
2210,1
2211,9
2212,6
2213,6
2214,2
2215,0
2216,8
2217,1
2218,0
2219,2
2220,0
2221,8
2222,6
2223,2
2224,5
2225,4
2226,9
2227,2
2228,1
2229,8
2230,7
2231,3
2232,0
2233,8
2234,1
2235,3
2236,7
2237,5
2238,2
2239,2
2240,2
2241,8
2242,7
2243,0
2244,4
2245,4
2246,4
2247,1
2248,8
2249,2
2250,8
2251,4
2252,2
2253,6
2254,2
2255,0
2256,3
2257,9
2258,2
2259,3
2260,1
2261,3
2262,9
2263,4
2264,4
2265,9
2266,9
2267,3
2268,0
2269,2
2270,5
2271,1
2272,4
2273,5
2274,3
2275,3
2276,9
2277,3
2278,4
2279,3
2280,6
2281,7
2282,8
2283,5
2284,8
2285,3
2286,7
2287,5
2288,6
2289,7
2290,8
2291,9
2292,2
2293,5
2294,8
2295,7
2296,2
2297,4
2298,3
2299,9
2300,7
2301,8
2302,7
2303,6
2304,1
2305,1
2306,9
2307,7
2308,2
2309,3
2310,8
2311,6
2312,2
2313,5
2314,6
2315,3
2316,5
2317,3
2318,4
2319,0
2320,8
2321,1
2322,7
2323,2
2324,2
2325,3
2326,8
2327,2
2328,2
2329,2
2330,5
2331,7
2332,3
2333,5
2334,8
2335,1
2336,7
2337,8
2338,5
2339,7
2340,7
2341,5
2342,3
2343,8
2344,2
2345,8
2346,1
2347,5
2348,6
2349,7
2350,7
2351,0
2352,5
2353,6
2354,2
2355,8
2356,9
2357,9
2358,8
2359,8
2360,6
2361,2
2362,8
2363,3
2364,0
2365,8
2366,9
2367,3
2368,1
2369,8
2370,3
2371,2
2372,6
2373,5
2374,6
2375,6
2376,7
2377,7
2378,9
2379,0
2380,1
2381,5
2382,9
2383,0
2384,4
2385,6
2386,1
2387,6
2388,8
2389,0
2390,9
2391,2
2392,3
2393,3
2394,6
2395,0
2396,1
2397,1
2398,6
2399,0
2400,3
2401,5
2402,3
2403,2
2404,1
2405,4
2406,2
2407,4
2408,2
2409,9
2410,2
2411,8
2412,3
2413,6
2414,8
2415,5
2416,5
2417,2
2418,4
2419,6
2420,9
2421,5
2422,6
2423,8
2424,4
2425,0
2426,3
2427,9
2428,9
2429,5
2430,2
2431,2
2432,1
2433,4
2434,4
2435,5
2436,9
2437,9
2438,8
2439,4
2440,1
2441,2
2442,1
2443,5
2444,3
2445,3
2446,6
2447,8
2448,0
2449,7
2450,1
2451,1
2452,1
2453,0
2454,6
2455,2
2456,7
2457,2
2458,0
2459,0
2460,8
2461,6
2462,0
2463,4
2464,7
2465,1
2466,0
2467,1
2468,4
2469,3
2470,6
2471,0
2472,4
2473,9
2474,3
2475,5
2476,4
2477,4
2478,8
2479,8
2480,4
2481,1
2482,2
2483,0
2484,4
2485,0
2486,1
2487,0
2488,2
2489,4
2490,2
2491,0
2492,2
2493,4
2494,1
2495,7
2496,3
2497,7
2498,6
2499,5
2500,3
2501,6
2502,8
2503,2
2504,5
2505,0
2506,5
2507,8
2508,5
2509,5
2510,0
2511,0
2512,3
2513,9
2514,2
2515,7
2516,5
2517,7
2518,8
2519,4
2520,5
2521,1
2522,7
2523,0
2524,0
2525,1
2526,8
2527,7
2528,3
2529,2
2530,2
2531,8
2532,1
2533,7
2534,7
2535,4
2536,0
2537,8
2538,7
2539,5
2540,8
2541,2
2542,8
2543,5
2544,8
2545,5
2546,9
2547,8
2548,9
2549,4
2550,6
2551,4
2552,4
2553,6
2554,5
2555,6
2556,3
2557,4
2558,4
2559,5
2560,9
2561,6
2562,5
2563,8
2564,7
2565,3
2566,3
2567,2
2568,0
2569,6
2570,2
2571,5
2572,5
2573,2
2574,9
2575,4
2576,2
2577,9
2578,2
2579,0
2580,4
2581,2
2582,0
2583,3
2584,4
2585,1
2586,0
2587,2
2588,0
2589,3
2590,1
2591,2
2592,5
2593,7
2594,2
2595,5
2596,3
2597,9
2598,3
2599,9
2600,5
2601,5
2602,0
2603,1
2604,9
2605,5
2606,3
2607,1
2608,1
2609,0
2610,1
2611,3
2612,3
2613,5
2614,2
2615,2
2616,7
2617,8
2618,1
2619,6
2620,1
2621,1
2622,8
2623,9
2624,6
2625,9
2626,8
2627,4
2628,3
2629,6
2630,3
2631,5
2632,9
2633,3
2634,9
2635,1
2636,8
2637,3
2638,3
2639,4
2640,1
2641,7
2642,7
2643,0
2644,4
2645,9
2646,7
2647,4
2648,7
2649,3
2650,9
2651,5
2652,7
2653,1
2654,2
2655,6
2656,2
2657,9
2658,7
2659,8
2660,9
2661,2
2662,5
2663,0
2664,2
2665,7
2666,8
2667,1
2668,8
2669,0
2670,7
2671,0
2672,9
2673,1
2674,3
2675,7
2676,5
2677,1
2678,7
2679,3
2680,7
2681,6
2682,6
2683,1
2684,2
2685,5
2686,1
2687,4
2688,5
2689,6
2690,7
2691,1
2692,1
2693,5
2694,1
2695,3
2696,7
2697,3
2698,1
2699,6
2700,3
2701,8
2702,6
2703,1
2704,5
2705,2
2706,3
2707,7
2708,3
2709,0
2710,0
2711,5
2712,3
2713,5
2714,5
2715,0
2716,2
2717,5
2718,8
2719,2
2720,2
2721,9
2722,1
2723,1
2724,8
2725,5
2726,3
2727,6
2728,9
2729,8
2730,3
2731,4
2732,2
2733,8
2734,4
2735,0
2736,1
2737,0
2738,7
2739,5
2740,9
2741,8
2742,1
2743,0
2744,0
2745,8
2746,3
2747,3
2748,9
2749,6
2750,5
2751,1
2752,9
2753,7
2754,4
2755,2
2756,2
2757,6
2758,5
2759,8
2760,9
2761,1
2762,3
2763,1
2764,9
2765,7
2766,3
2767,7
2768,8
2769,8
2770,7
2771,7
2772,4
2773,9
2774,3
2775,4
2776,7
2777,7
2778,4
2779,0
2780,1
2781,0
2782,8
2783,3
2784,5
2785,3
2786,0
2787,3
2788,6
2789,0
2790,9
2791,6
2792,1
2793,1
2794,3
2795,2
2796,7
2797,4
2798,3
2799,9
2800,3
2801,5
2802,1
2803,6
2804,8
2805,5
2806,5
2807,1
2808,7
2809,6
2810,1
2811,4
2812,9
2813,0
2814,1
2815,1
2816,1
2817,9
2818,2
2819,4
2820,5
2821,3
2822,8
2823,8
2824,3
2825,0
2826,2
2827,0
2828,5
2829,1
2830,2
2831,7
2832,0
2833,7
2834,3
2835,9
2836,2
2837,8
2838,3
2839,3
2840,8
2841,1
2842,1
2843,6
2844,6
2845,2
2846,6
2847,1
2848,5
2849,0
2850,5
2851,2
2852,8
2853,6
2854,4
2855,0
2856,9
2857,7
2858,1
2859,3
2860,2
2861,5
2862,3
2863,6
2864,4
2865,4
2866,2
2867,8
2868,6
2869,8
2870,8
2871,3
2872,2
2873,4
2874,9
2875,1
2876,3
2877,0
2878,5
2879,0
2880,5
2881,8
2882,0
2883,2
2884,7
2885,2
2886,3
2887,4
2888,5
2889,8
2890,5
2891,7
2892,5
2893,4
2894,8
2895,6
2896,2
2897,9
2898,6
2899,6
2900,6
2901,6
2902,5
2903,6
2904,0
2905,9
2906,0
2907,9
2908,9
2909,2
2910,0
2911,4
2912,1
2913,6
2914,5
2915,0
2916,5
2917,2
2918,2
2919,9
2920,2
2921,5
2922,7
2923,0
2924,3
2925,2
2926,2
2927,3
2928,3
2929,9
2930,8
2931,5
2932,1
2933,6
2934,6
2935,5
2936,0
2937,5
2938,9
2939,9
2940,1
2941,3
2942,2
2943,5
2944,5
2945,4
2946,4
2947,4
2948,2
2949,8
2950,8
2951,6
2952,6
2953,5
2954,4
2955,1
2956,1
2957,2
2958,3
2959,2
2960,2
2961,4
2962,2
2963,3
2964,7
2965,1
2966,6
2967,5
2968,1
2969,5
2970,5
2971,6
2972,4
2973,2
2974,7
2975,2
2976,1
2977,0
2978,8
2979,2
2980,3
2981,2
2982,8
2983,5
2984,5
2985,2
2986,9
2987,3
2988,9
2989,5
2990,5
2991,4
2992,1
2993,8
2994,3
2995,9
2996,5
2997,0
